feat_jaccard_score,feat_cosine_similarity,feat_smatch,feat_bert_score,label
0.5833333333333334,0.7858828151308903,0.5714285714285713,0.87896633,1
0.5,0.6992965203283783,0.4838709677419355,0.859648,0
0.5384615384615384,0.6880164377172413,0.5263157894736842,0.89792913,1
0.3888888888888889,0.5509282752324768,0.3863636363636363,0.8200366,0
0.35,0.35209886612167196,0.2448979591836734,0.82327706,1
0.6,0.6292388867848346,0.5,0.8492055,1
0.15789473684210525,0.2573685576233862,0.6046511627906976,0.7363699,0
0.2857142857142857,0.40885931159546307,0.4324324324324324,0.8454906,1
0.25,0.31717165179774576,0.5882352941176471,0.7808687,0
0.6666666666666666,0.7751481865945613,0.606060606060606,0.89898217,1
0.6875,0.7752929220433703,0.4,0.87924963,0
0.6363636363636364,0.7575632178655021,0.2962962962962963,0.92755514,0
0.1875,0.23549450986887482,0.24,0.80349994,0
0.5,0.6311645979048327,0.2711864406779661,0.90354794,1
0.5714285714285714,0.6272610143966062,0.4912280701754385,0.8396369,1
0.3888888888888889,0.5688898252709276,0.5614035087719299,0.8404788,0
0.5333333333333333,0.7264213924548178,0.5490196078431373,0.80564576,0
0.55,0.5538837450287961,0.7142857142857142,0.88744473,0
0.3333333333333333,0.39006651812145837,0.6133333333333334,0.8552371,0
0.5416666666666666,0.8219230486559734,0.4137931034482758,0.9108791,1
0.7142857142857143,0.7113473473953001,0.64,0.8907351,0
0.52,0.637425398573664,0.4883720930232558,0.86741155,1
0.5909090909090909,0.8019210441857174,0.5354330708661418,0.8636648,1
0.5833333333333334,0.7140769993940874,0.5909090909090908,0.79054064,1
0.4666666666666667,0.6677831449806118,0.3428571428571428,0.80093557,0
0.38095238095238093,0.46263149176340046,0.3023255813953488,0.8573576,0
0.45,0.5473197578580699,0.2040816326530612,0.8774628,1
0.38461538461538464,0.3296347430386469,0.32,0.7489843,1
0.5625,0.6033667251502609,0.5769230769230769,0.8809189,1
0.2631578947368421,0.43842444551972376,0.3999999999999999,0.81559974,0
0.42857142857142855,0.6982238341111247,0.4415584415584415,0.85589224,0
0.3181818181818182,0.5206808136794562,0.4923076923076923,0.83277905,1
0.3333333333333333,0.5740400116835923,0.5306122448979592,0.8511624,1
0.25,0.2875912095963064,0.2162162162162162,0.79931766,0
0.45454545454545453,0.6471548990995486,0.4117647058823529,0.84660494,1
0.3333333333333333,0.6370440751166527,0.4545454545454545,0.77144676,1
0.26666666666666666,0.3566327919762903,0.4137931034482758,0.75367385,0
0.5384615384615384,0.682966903740655,0.4827586206896551,0.8334375,1
0.7142857142857143,0.7892449004744978,0.5517241379310344,0.94726026,1
0.3076923076923077,0.4384561789095146,0.3555555555555555,0.8058793,1
0.6,0.7374345189370155,0.3,0.8926387,1
0.4,0.4525214875015635,0.4375,0.8741658,0
0.8,0.8931045366071726,0.4363636363636364,0.902707,1
0.2727272727272727,0.34659703112445084,0.5901639344262295,0.79907656,0
0.5,0.6132067034611983,0.5517241379310344,0.8786213,1
0.6111111111111112,0.8115682475000953,0.6216216216216216,0.93343484,1
0.5,0.7756744440882402,0.3448275862068965,0.85426515,0
0.4,0.5652087569893707,0.4651162790697674,0.8788706,1
0.5625,0.682316684541952,0.5306122448979592,0.898181,1
0.8,0.9296178513478363,0.5666666666666667,0.9669129,1
0.4,0.4795013893904377,0.6333333333333334,0.8370919,1
0.5,0.6156293786007013,0.3529411764705882,0.8037968,1
0.7058823529411765,0.8063019950649749,0.8000000000000002,0.9416132,1
0.42857142857142855,0.4930961718936391,0.3103448275862069,0.85916513,1
0.47368421052631576,0.6114368498359932,0.4210526315789474,0.86641675,0
0.5625,0.7249093137602463,0.4615384615384615,0.8901339,1
0.4444444444444444,0.7262787660517456,0.4324324324324324,0.87650484,1
0.42857142857142855,0.7157495282199428,0.6551724137931033,0.8503055,0
0.6666666666666666,0.7420704738625649,0.2857142857142857,0.8594986,1
0.5769230769230769,0.6541235046540131,0.430379746835443,0.87042856,1
0.2608695652173913,0.4271773518789205,0.4893617021276595,0.8114009,0
0.29411764705882354,0.3471495342872328,0.2857142857142857,0.7925995,0
0.3333333333333333,0.5039871445124138,0.3243243243243243,0.8071334,0
0.6,0.7491721346996154,0.7407407407407407,0.898112,1
0.26666666666666666,0.5155949963487088,0.1777777777777777,0.85367197,0
0.4444444444444444,0.6082238669311724,0.3943661971830986,0.8017368,0
0.3157894736842105,0.5734101751795138,0.3461538461538461,0.8265735,1
0.6666666666666666,0.8340803670889547,0.4761904761904761,0.8884477,1
0.46153846153846156,0.6512037857704785,0.25,0.8105866,1
0.5454545454545454,0.8089195832012825,0.5454545454545454,0.84953827,1
0.4666666666666667,0.6358825337878902,0.5,0.8727957,0
0.65,0.7867056232861973,0.5142857142857143,0.8706356,1
