feat_jaccard_score,feat_cosine_similarity,feat_smatch,feat_bert_score,label
0.5833333333333334,0.8449149893864336,0.5714285714285713,0.87896633,1
0.5,0.7305849509930693,0.4838709677419355,0.859648,0
0.5384615384615384,0.6607766991736179,0.5263157894736842,0.89792913,1
0.3888888888888889,0.549447445551173,0.3863636363636363,0.8200366,0
0.35,0.3892821181732204,0.2448979591836734,0.82327706,1
0.6,0.6150063592155428,0.5,0.8492055,1
0.1578947368421052,0.2909085254111783,0.6046511627906976,0.7363699,0
0.2857142857142857,0.4615440462028602,0.4324324324324324,0.8454906,1
0.25,0.3094799941087812,0.5882352941176471,0.7808687,0
0.6666666666666666,0.7289543576595223,0.606060606060606,0.89898217,1
0.6875,0.7980567762335534,0.4,0.87924963,0
0.6363636363636364,0.7925572467981348,0.2962962962962963,0.92755514,0
0.1875,0.2859560435782513,0.24,0.80349994,0
0.5,0.5955876546753334,0.2711864406779661,0.90354794,1
0.5714285714285714,0.6344149099381682,0.4912280701754385,0.8396369,1
0.3888888888888889,0.61118339664243,0.5614035087719299,0.8404788,0
0.5333333333333333,0.757345311760303,0.5490196078431373,0.80564576,0
0.55,0.5556799167303575,0.7142857142857142,0.88744473,0
0.3333333333333333,0.3432097295430589,0.6133333333333334,0.8552371,0
0.5416666666666666,0.8246423577894417,0.4137931034482758,0.9108791,1
0.7142857142857143,0.7176039505262726,0.64,0.8907351,0
0.52,0.6488042871005135,0.4883720930232558,0.86741155,1
0.5909090909090909,0.7729003156737566,0.5354330708661418,0.8636648,1
0.5833333333333334,0.6771761665718434,0.5909090909090908,0.79054064,1
0.4666666666666667,0.6761482360195117,0.3428571428571428,0.80093557,0
0.3809523809523809,0.4330958969665469,0.3023255813953488,0.8573576,0
0.45,0.5810359924532937,0.2040816326530612,0.8774628,1
0.3846153846153846,0.3698484163922157,0.32,0.7489843,1
0.5625,0.620774568171628,0.5769230769230769,0.8809189,1
0.2631578947368421,0.4626711958433233,0.3999999999999999,0.81559974,0
0.4285714285714285,0.6983789085865186,0.4415584415584415,0.85589224,0
0.3181818181818182,0.5349552560699171,0.4923076923076923,0.83277905,1
0.3333333333333333,0.5739119151214991,0.5306122448979592,0.8511624,1
0.25,0.1931634192848201,0.2162162162162162,0.79931766,0
0.4545454545454545,0.6457031397955544,0.4117647058823529,0.84660494,1
0.3333333333333333,0.6026464264510852,0.4545454545454545,0.77144676,1
0.2666666666666666,0.4452337765294535,0.4137931034482758,0.75367385,0
0.5384615384615384,0.7073092135913936,0.4827586206896551,0.8334375,1
